2018-12-12 18:28:14 WARN  NativeCodeLoader:62 - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2018-12-12 18:28:14 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@60afd40d{/stages/json,null,AVAILABLE,@Spark}
2018-12-12 18:28:14 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@28a2a3e7{/stages/stage,null,AVAILABLE,@Spark}
2018-12-12 18:28:14 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@ea27e34{/stages/stage/json,null,AVAILABLE,@Spark}
2018-12-12 18:28:14 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@33a2499c{/stages/pool,null,AVAILABLE,@Spark}
2018-12-12 18:28:14 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@e72dba7{/stages/pool/json,null,AVAILABLE,@Spark}
2018-12-12 18:28:14 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@33c2bd{/storage,null,AVAILABLE,@Spark}
2018-12-12 18:28:14 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@1dfd5f51{/storage/json,null,AVAILABLE,@Spark}
2018-12-12 18:28:14 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@3c321bdb{/storage/rdd,null,AVAILABLE,@Spark}
2018-12-12 18:28:14 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@24855019{/storage/rdd/json,null,AVAILABLE,@Spark}
2018-12-12 18:28:14 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@3abd581e{/environment,null,AVAILABLE,@Spark}
2018-12-12 18:28:14 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@4d4d8fcf{/environment/json,null,AVAILABLE,@Spark}
2018-12-12 18:28:14 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@610db97e{/executors,null,AVAILABLE,@Spark}
2018-12-12 18:28:14 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@6f0628de{/executors/json,null,AVAILABLE,@Spark}
2018-12-12 18:28:14 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@3fabf088{/executors/threadDump,null,AVAILABLE,@Spark}
2018-12-12 18:28:14 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@1e392345{/executors/threadDump/json,null,AVAILABLE,@Spark}
2018-12-12 18:28:14 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@12f3afb5{/static,null,AVAILABLE,@Spark}
2018-12-12 18:28:14 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@1cefc4b3{/,null,AVAILABLE,@Spark}
2018-12-12 18:28:14 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@2b27cc70{/api,null,AVAILABLE,@Spark}
2018-12-12 18:28:14 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@6ca320ab{/jobs/job/kill,null,AVAILABLE,@Spark}
2018-12-12 18:28:14 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@50d68830{/stages/stage/kill,null,AVAILABLE,@Spark}
2018-12-12 18:28:14 INFO  SparkUI:54 - Bound SparkUI to 0.0.0.0, and started at http://10.68.110.37:4040
2018-12-12 18:28:14 INFO  SparkContext:54 - Added JAR file:/Users/david/workspace/spark_proj/ImoocSparkSql/target/sparksql-1.0.0.jar at spark://10.68.110.37:65473/jars/sparksql-1.0.0.jar with timestamp 1544610494891
2018-12-12 18:28:14 INFO  Executor:54 - Starting executor ID driver on host localhost
2018-12-12 18:28:14 INFO  Utils:54 - Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 65474.
2018-12-12 18:28:14 INFO  NettyBlockTransferService:54 - Server created on 10.68.110.37:65474
2018-12-12 18:28:14 INFO  BlockManager:54 - Using org.apache.spark.storage.RandomBlockReplicationPolicy for block replication policy
2018-12-12 18:28:15 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, 10.68.110.37, 65474, None)
2018-12-12 18:28:15 INFO  BlockManagerMasterEndpoint:54 - Registering block manager 10.68.110.37:65474 with 366.3 MB RAM, BlockManagerId(driver, 10.68.110.37, 65474, None)
2018-12-12 18:28:15 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, 10.68.110.37, 65474, None)
2018-12-12 18:28:15 INFO  BlockManager:54 - Initialized BlockManager: BlockManagerId(driver, 10.68.110.37, 65474, None)
2018-12-12 18:28:15 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@2ca6546f{/metrics/json,null,AVAILABLE,@Spark}
2018-12-12 18:28:15 INFO  SharedState:54 - loading hive config file: file:/usr/local/Cellar/spark-2.4.0-bin-hadoop2.7/conf/hive-site.xml
2018-12-12 18:28:15 INFO  SharedState:54 - spark.sql.warehouse.dir is not set, but hive.metastore.warehouse.dir is set. Setting spark.sql.warehouse.dir to the value of hive.metastore.warehouse.dir ('/user/hive/warehouse').
2018-12-12 18:28:15 INFO  SharedState:54 - Warehouse path is '/user/hive/warehouse'.
2018-12-12 18:28:15 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@4c2869a9{/SQL,null,AVAILABLE,@Spark}
2018-12-12 18:28:15 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@518cf84a{/SQL/json,null,AVAILABLE,@Spark}
2018-12-12 18:28:15 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@57ce634f{/SQL/execution,null,AVAILABLE,@Spark}
2018-12-12 18:28:15 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@b8a7e43{/SQL/execution/json,null,AVAILABLE,@Spark}
2018-12-12 18:28:15 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@6892cc6f{/static/sql,null,AVAILABLE,@Spark}
2018-12-12 18:28:15 INFO  StateStoreCoordinatorRef:54 - Registered StateStoreCoordinator endpoint
2018-12-12 18:28:16 INFO  HiveUtils:54 - Initializing HiveMetastoreConnection version 1.2.1 using Spark classes.
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.druid.broker.address.default does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.io.orc.time.counters does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.server2.metrics.enabled does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.metastore.wm.default.pool.size does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.tez.hs2.user.access does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.druid.storage.storageDirectory does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.task.scheduler.preempt.independent does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.output.format.arrow does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.am.liveness.connection.timeout.ms does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.tez.dynamic.semijoin.reduction.threshold does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.tez.dynamic.semijoin.reduction does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.tez.llap.min.reducer.per.executor does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.arrow.root.allocator.limit does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.vectorized.use.checked.expressions does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.auto.enforce.stats does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.client.consistent.splits does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.timedout.txn.reaper.start does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.management.acl does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.daemon.delegation.token.lifetime does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.ats.hook.queue.capacity does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.tez.bigtable.minsize.semijoin.reduction does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.io.allocator.alloc.min does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.tez.dynamic.semijoin.reduction.for.mapjoin does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.orc.cache.use.soft.references does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.tez.task.scale.memory.reserve.fraction.max does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.task.communicator.listener.thread-count does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.vectorized.complex.types.enabled does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.server2.wm.worker.threads does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.tez.container.max.java.heap.fraction does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.repl.partitions.dump.parallelism does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.daemon.am.liveness.heartbeat.interval.ms does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.io.decoding.metrics.percentiles.intervals does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.metastore.uri.selection does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.strict.checks.no.partition.filter does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.metastore.txn.store.impl does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.object.cache.enabled does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.server2.parallel.ops.in.session does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.tez.dynamic.semijoin.reduction.for.dpp.factor does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.stats.filter.in.min.ratio does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.metastore.client.cache.initial.capacity does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.service.metrics.file.location does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.stats.ndv.estimate.percent does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.server2.webui.cors.allowed.methods does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.optimize.joinreducededuplication does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.daemon.num.file.cleaner.threads does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.metastore.client.cache.enabled does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.blobstore.use.blobstore.as.scratchdir does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.io.allocator.mmap.path does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.compactor.max.num.delta does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.stats.fetch.bitvector does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.disable.unsafe.external.table.operations does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.materializedview.rewriting.incremental does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.server2.materializedviews.registry.impl does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.daemon.output.service.max.pending.writes does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.metastore.event.db.notification.api.auth does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.exec.orc.delta.streaming.optimizations.enabled does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.optimize.limittranspose does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.io.memory.mode does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.stats.ndv.algo does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.server2.webui.use.spnego does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.spark.job.max.tasks does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.service.metrics.file.frequency does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.hs2.coordinator.enabled does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.msck.repair.batch.max.retries does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.exec.orc.base.delta.ratio does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.metastore.fastpath does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.prewarm.spark.timeout does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.optimize.update.table.properties.from.serde.list does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.file.cleanup.delay.seconds does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.management.rpc.port does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.mapjoin.hybridgrace.bloomfilter does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.plugin.client.num.threads does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.compactor.history.retention.failed does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.test.bucketcodec.version does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.metastore.initial.metadata.count.enabled does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.query.reexecution.enabled does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.materializedview.rewriting.time.window does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.query.reexecution.stats.cache.batch.size does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.optimize.point.lookup.min does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.server2.webui.cors.allowed.headers does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.daemon.service.refresh.interval.sec does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.auto.max.output.size does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.join.inner.residual does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.server2.active.passive.ha.enable does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.remote.token.requires.signing does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.tez.bucket.pruning does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.io.trace.always.dump does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.query.reexecution.stats.persist.scope does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.hash.table.inflation.factor does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.mm.allow.originals does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.auto.enforce.vectorized does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.writeset.reaper.interval does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.compactor.compact.insert.only does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.order.columnalignment does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.daemon.output.service.send.buffer.size does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.server2.llap.concurrent.queries does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.auto.allow.uber does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.txn.xlock.iow does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.spark.rsc.conf.list does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.orc.splits.include.fileid does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.daemon.communicator.num.threads does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.orderby.position.alias does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.task.communicator.connection.sleep.between.retries.ms does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.service.metrics.hadoop2.component does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.direct.sql.max.elements.in.clause does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.cache.defaultfs.only.native.fileid does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.spark.optimize.shuffle.serde does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.druid.indexer.segments.granularity does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.server2.thrift.http.response.header.size does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.conf.internal.variable.list does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.testing.remove.logs does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.optimize.limittranspose.reductionpercentage does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.distcp.privileged.doAs does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.strict.checks.orderby.no.limit does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.orc.splits.directory.batch.ms does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.metastore.client.cache.expiry.time does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.io.allocator.defrag.headroom does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.notification.event.consumers does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.server2.zookeeper.publish.configs does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.auto.convert.join.hashtable.max.entries does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.server2.tez.sessions.init.threads does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.metastore.authorization.storage.check.externaltable.drop does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.vectorized.input.format.supports.enabled does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.execution.mode does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.metastore.client.cache.max.capacity does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.materializedview.rewriting does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.repl.dumpdir.clean.freq does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.cbo.show.warnings does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.metastore.fshandler.threads does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.tez.max.bloom.filter.entries does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.materializedview.serde does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.daemon.task.scheduler.wait.queue.size does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.io.nonvector.wrapper.enabled does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.optimize.cte.materialize.threshold does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.optimize.semijoin.conversion does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.metastore.port does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.spark.dynamic.partition.pruning does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.spark.use.ts.stats.for.mapjoin does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.metastore.metrics.enabled does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.repl.dump.include.acid.tables does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.daemon.logger does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.server2.webui.use.pam does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.query.reexecution.max.count does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.io.share.object.pools does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.optimize.update.table.properties.from.serde does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.service.metrics.codahale.reporter.classes does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.cli.tez.session.async does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.tez.session.events.print.summary does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.io.vrb.queue.limit.base does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.mm.avoid.s3.globstatus does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.metastore.use.SSL does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.repl.replica.functions.root.dir does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.spark.dynamic.partition.pruning.max.data.size does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.druid.metadata.base does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.io.allocator.mmap does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.druid.coordinator.address.default does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.conf.hidden.list does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.query.results.cache.max.entry.lifetime does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.server2.limit.connections.per.user does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.vectorized.use.row.serde.deserialize does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.timedout.txn.reaper.interval does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.server2.thrift.http.compression.enabled does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.llap.io.lrfu.lambda does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.druid.metadata.db.type does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.vectorized.execution.ptf.enabled does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.optimize.shared.work.extended does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.vectorized.row.identifier.enabled does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.server2.thrift.resultset.default.fetch.size does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.query.reexecution.always.collect.operator.stats does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.repl.cm.retain does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.merge.cardinality.check does not exist
2018-12-12 18:28:16 WARN  HiveConf:2753 - HiveConf of name hive.repl.dumpdir.ttl does not exist
